id,capaNo,productName,issueType,severity,rootCause,department,productionLine,lotNo,claimSource,assignee,dueDate,status,createdAt,completedAt
337,CAPA-2026-0114,바디로션 B,포장불량,하,설비,생산1팀,A라인,LOT-20260420-598,정부기관,박서준,2026-05-11,done,2026-04-20,2026-05-10
338,CAPA-2026-0115,아이크림 A,기타,중,기타,물류팀,B라인,LOT-20260421-253,내부감사,윤서아,2026-05-12,done,2026-04-21,2026-05-15
339,CAPA-2026-0116,클렌징폼 A,표시오류,중,협력사,품질보증팀,A라인,LOT-20260422-105,고객사,문서현,2026-05-16,done,2026-04-22,2026-05-15
340,CAPA-2026-0117,선스틱 B,공정이탈,중,기타,생산1팀,C라인,LOT-20260424-061,고객사,신예은,2026-05-18,done,2026-04-24,2026-05-15
341,CAPA-2026-0118,클렌징폼 B,고객불만,중,기타,물류팀,D라인,LOT-20260424-535,고객사,윤서아,2026-05-21,done,2026-04-24,2026-05-18
342,CAPA-2026-0119,앰플 B,기타,하,표준서미비,구매팀,D라인,LOT-20260425-945,자체검사,문서현,2026-05-20,done,2026-04-25,2026-05-23
343,CAPA-2026-0120,수분크림 A,고객불만,하,협력사,품질보증팀,A라인,LOT-20260426-691,고객사,배주안,2026-05-12,done,2026-04-26,2026-05-11
344,CAPA-2026-0121,핸드크림 A,원료불량,중,작업자실수,생산2팀,D라인,LOT-20260426-735,고객사,한소율,2026-05-08,done,2026-04-26,2026-05-07
345,CAPA-2026-0122,쿠션 B,포장불량,하,설비,구매팀,D라인,LOT-20260426-257,정부기관,김지현,2026-05-15,done,2026-04-26,2026-05-08
346,CAPA-2026-0123,립밤 A,원료불량,중,협력사,품질보증팀,C라인,LOT-20260426-985,고객사,김지현,2026-05-12,done,2026-04-26,2026-05-24
347,CAPA-2026-0124,블러셔 B,기타,중,원자재,생산1팀,B라인,LOT-20260427-219,고객사,오도윤,2026-05-17,done,2026-04-27,2026-05-13
348,CAPA-2026-0125,쿠션 A,표시오류,중,기타,구매팀,D라인,LOT-20260427-918,자체검사,이수민,2026-05-27,done,2026-04-27,2026-05-26
349,CAPA-2026-0126,선크림 B,기타,중,협력사,품질보증팀,C라인,LOT-20260428-699,자체검사,윤서아,2026-05-24,done,2026-04-28,2026-06-05
350,CAPA-2026-0127,마스크팩 B,원료불량,상,기타,생산1팀,D라인,LOT-20260430-576,내부감사,정하늘,2026-05-27,done,2026-04-30,2026-05-25
351,CAPA-2026-0128,클렌징폼 A,기타,상,협력사,품질보증팀,D라인,LOT-20260501-436,자체검사,최유리,2026-05-19,done,2026-05-01,2026-05-19
352,CAPA-2026-0129,립밤 A,포장불량,중,설비,생산2팀,A라인,LOT-20260501-253,고객사,임지호,2026-05-24,done,2026-05-01,2026-05-16
353,CAPA-2026-0130,앰플 B,원료불량,중,원자재,물류팀,B라인,LOT-20260501-901,고객사,강민준,2026-05-30,done,2026-05-01,2026-05-23
354,CAPA-2026-0131,선스틱 B,기타,하,협력사,물류팀,D라인,LOT-20260501-449,자체검사,조현우,2026-05-17,done,2026-05-01,2026-05-11
355,CAPA-2026-0132,마스크팩 A,기타,하,원자재,구매팀,D라인,LOT-20260502-574,자체검사,박서준,2026-05-16,done,2026-05-02,2026-05-27
356,CAPA-2026-0133,미스트 B,기타,하,설비,구매팀,D라인,LOT-20260505-676,고객사,정하늘,2026-05-23,done,2026-05-05,2026-05-20
357,CAPA-2026-0134,아이크림 B,원료불량,중,협력사,구매팀,A라인,LOT-20260505-554,자체검사,최유리,2026-05-29,done,2026-05-05,2026-06-09
358,CAPA-2026-0135,핸드크림 A,공정이탈,하,설비,생산1팀,B라인,LOT-20260506-051,내부감사,배주안,2026-05-21,done,2026-05-06,2026-06-02
359,CAPA-2026-0136,선크림 B,기타,상,표준서미비,구매팀,C라인,LOT-20260508-580,고객사,오도윤,2026-05-21,done,2026-05-08,2026-05-14
360,CAPA-2026-0137,아이크림 A,기타,상,설비,품질보증팀,D라인,LOT-20260510-036,자체검사,최유리,2026-06-09,done,2026-05-10,2026-06-04
361,CAPA-2026-0138,립밤 A,공정이탈,상,설비,구매팀,C라인,LOT-20260511-089,고객사,정하늘,2026-05-21,done,2026-05-11,2026-05-18
362,CAPA-2026-0139,세럼 A,포장불량,하,기타,생산1팀,A라인,LOT-20260512-370,정부기관,강민준,2026-06-01,done,2026-05-12,2026-05-29
363,CAPA-2026-0140,헤어에센스 B,고객불만,중,설비,물류팀,A라인,LOT-20260512-918,내부감사,윤서아,2026-05-30,done,2026-05-12,2026-05-29
364,CAPA-2026-0141,선크림 A,고객불만,중,협력사,구매팀,A라인,LOT-20260512-773,고객사,김지현,2026-06-09,done,2026-05-12,2026-06-06
365,CAPA-2026-0142,마스크팩 A,고객불만,중,원자재,물류팀,B라인,LOT-20260513-370,정부기관,오도윤,2026-06-11,action,2026-05-13,
366,CAPA-2026-0143,선크림 A,원료불량,중,설비,물류팀,A라인,LOT-20260513-422,고객사,조현우,2026-06-05,done,2026-05-13,2026-05-30
367,CAPA-2026-0144,미스트 A,기타,중,설비,구매팀,A라인,LOT-20260513-364,고객사,배주안,2026-06-09,done,2026-05-13,2026-06-22
368,CAPA-2026-0145,아이크림 A,기타,하,기타,물류팀,B라인,LOT-20260513-711,내부감사,윤서아,2026-06-01,action,2026-05-13,
369,CAPA-2026-0146,립스틱 B,공정이탈,중,원자재,물류팀,D라인,LOT-20260513-055,고객사,박서준,2026-05-28,done,2026-05-13,2026-06-08
370,CAPA-2026-0147,쿠션 A,고객불만,상,기타,품질보증팀,C라인,LOT-20260513-219,고객사,임지호,2026-06-11,action,2026-05-13,
371,CAPA-2026-0148,블러셔 B,고객불만,하,원자재,품질보증팀,A라인,LOT-20260513-640,정부기관,최유리,2026-06-03,action,2026-05-13,
372,CAPA-2026-0149,파운데이션 B,기타,상,원자재,품질보증팀,C라인,LOT-20260513-905,고객사,최유리,2026-05-25,action,2026-05-13,
373,CAPA-2026-0150,쿠션 B,표시오류,하,설비,물류팀,A라인,LOT-20260513-097,고객사,윤서아,2026-06-07,action,2026-05-13,
374,CAPA-2026-0151,헤어에센스 A,고객불만,중,기타,품질보증팀,C라인,LOT-20260513-242,고객사,최유리,2026-05-27,action,2026-05-13,
375,CAPA-2026-0152,세럼 B,공정이탈,하,작업자실수,구매팀,C라인,LOT-20260514-965,자체검사,조현우,2026-06-07,done,2026-05-14,2026-05-30
376,CAPA-2026-0153,헤어에센스 B,포장불량,하,표준서미비,물류팀,D라인,LOT-20260514-749,내부감사,강민준,2026-06-11,done,2026-05-14,2026-06-04
377,CAPA-2026-0154,미스트 B,고객불만,하,협력사,생산1팀,C라인,LOT-20260514-942,고객사,조현우,2026-06-07,action,2026-05-14,
378,CAPA-2026-0155,앰플 B,포장불량,상,작업자실수,구매팀,B라인,LOT-20260514-018,고객사,한소율,2026-06-01,action,2026-05-14,
379,CAPA-2026-0156,쿠션 B,표시오류,상,표준서미비,생산1팀,B라인,LOT-20260514-936,자체검사,한소율,2026-06-03,action,2026-05-14,
380,CAPA-2026-0157,토너 B,표시오류,중,작업자실수,품질보증팀,A라인,LOT-20260514-693,고객사,조현우,2026-06-13,done,2026-05-14,2026-06-08
381,CAPA-2026-0158,샴푸 B,포장불량,중,작업자실수,생산1팀,D라인,LOT-20260515-003,자체검사,신예은,2026-06-10,action,2026-05-15,
382,CAPA-2026-0159,블러셔 B,포장불량,하,협력사,생산2팀,C라인,LOT-20260515-504,자체검사,이수민,2026-06-02,action,2026-05-15,
383,CAPA-2026-0160,아이크림 A,기타,중,기타,구매팀,C라인,LOT-20260515-477,내부감사,신예은,2026-06-11,action,2026-05-15,
384,CAPA-2026-0161,아이크림 B,고객불만,중,협력사,품질보증팀,A라인,LOT-20260515-766,고객사,강민준,2026-05-29,action,2026-05-15,
385,CAPA-2026-0162,선스틱 A,공정이탈,중,협력사,구매팀,C라인,LOT-20260515-836,자체검사,박서준,2026-06-09,action,2026-05-15,
386,CAPA-2026-0163,클렌징폼 B,고객불만,중,작업자실수,구매팀,D라인,LOT-20260515-717,고객사,임지호,2026-06-01,action,2026-05-15,
387,CAPA-2026-0164,립밤 B,표시오류,중,작업자실수,생산1팀,D라인,LOT-20260515-117,내부감사,문서현,2026-06-02,done,2026-05-15,2026-05-31
388,CAPA-2026-0165,샴푸 B,공정이탈,중,설비,생산1팀,D라인,LOT-20260515-302,자체검사,임지호,2026-06-06,action,2026-05-15,
389,CAPA-2026-0166,쿠션 A,원료불량,중,원자재,생산1팀,C라인,LOT-20260515-230,자체검사,김지현,2026-05-28,action,2026-05-15,
390,CAPA-2026-0167,토너 A,포장불량,하,기타,물류팀,D라인,LOT-20260515-732,내부감사,신예은,2026-06-06,action,2026-05-15,
391,CAPA-2026-0168,아이크림 A,포장불량,상,작업자실수,생산1팀,B라인,LOT-20260515-939,정부기관,조현우,2026-06-09,done,2026-05-15,2026-06-08
392,CAPA-2026-0169,핸드크림 A,원료불량,하,설비,생산1팀,B라인,LOT-20260515-261,고객사,최유리,2026-06-11,action,2026-05-15,
393,CAPA-2026-0170,아이크림 A,원료불량,중,표준서미비,생산1팀,B라인,LOT-20260515-247,고객사,문서현,2026-06-09,done,2026-05-15,2026-06-11
394,CAPA-2026-0171,핸드크림 B,기타,중,기타,생산1팀,C라인,LOT-20260516-343,정부기관,한소율,2026-06-15,action,2026-05-16,
395,CAPA-2026-0172,립밤 B,고객불만,하,기타,구매팀,C라인,LOT-20260516-570,내부감사,한소율,2026-05-31,action,2026-05-16,
396,CAPA-2026-0173,헤어에센스 B,표시오류,상,협력사,구매팀,B라인,LOT-20260516-897,고객사,김지현,2026-06-03,action,2026-05-16,
397,CAPA-2026-0174,선크림 A,원료불량,중,협력사,생산1팀,B라인,LOT-20260516-674,정부기관,문서현,2026-06-06,action,2026-05-16,
398,CAPA-2026-0175,수분크림 A,고객불만,상,표준서미비,구매팀,D라인,LOT-20260516-072,내부감사,조현우,2026-06-07,action,2026-05-16,
399,CAPA-2026-0176,클렌징폼 B,포장불량,하,협력사,생산1팀,D라인,LOT-20260517-462,고객사,배주안,2026-05-27,action,2026-05-17,
400,CAPA-2026-0177,쿠션 A,기타,중,협력사,생산2팀,B라인,LOT-20260517-353,고객사,오도윤,2026-06-01,done,2026-05-17,2026-06-01
401,CAPA-2026-0178,바디로션 B,원료불량,중,기타,품질보증팀,C라인,LOT-20260517-559,내부감사,오도윤,2026-06-11,action,2026-05-17,
402,CAPA-2026-0179,마스크팩 B,고객불만,중,협력사,생산1팀,C라인,LOT-20260517-140,자체검사,강민준,2026-06-02,action,2026-05-17,
403,CAPA-2026-0180,립스틱 A,원료불량,중,협력사,구매팀,C라인,LOT-20260517-970,자체검사,오도윤,2026-06-06,action,2026-05-17,
404,CAPA-2026-0181,마스크팩 A,고객불만,중,설비,생산2팀,A라인,LOT-20260517-674,고객사,문서현,2026-06-01,action,2026-05-17,
405,CAPA-2026-0182,마스크팩 B,포장불량,중,기타,구매팀,B라인,LOT-20260518-350,내부감사,박서준,2026-06-04,action,2026-05-18,
406,CAPA-2026-0183,토너 A,고객불만,중,기타,물류팀,C라인,LOT-20260518-315,고객사,박서준,2026-06-03,action,2026-05-18,
407,CAPA-2026-0184,미스트 B,기타,하,협력사,생산2팀,B라인,LOT-20260518-731,고객사,강민준,2026-06-15,action,2026-05-18,
408,CAPA-2026-0185,아이섀도 B,원료불량,중,작업자실수,구매팀,A라인,LOT-20260518-346,고객사,임지호,2026-06-10,action,2026-05-18,
409,CAPA-2026-0186,아이섀도 A,공정이탈,하,원자재,물류팀,B라인,LOT-20260518-652,고객사,배주안,2026-06-16,action,2026-05-18,
410,CAPA-2026-0187,립스틱 B,원료불량,하,원자재,구매팀,D라인,LOT-20260518-959,자체검사,김지현,2026-06-06,action,2026-05-18,
411,CAPA-2026-0188,헤어에센스 A,포장불량,하,설비,물류팀,B라인,LOT-20260518-509,자체검사,오도윤,2026-06-13,action,2026-05-18,
412,CAPA-2026-0189,아이섀도 B,포장불량,중,기타,생산1팀,A라인,LOT-20260518-070,자체검사,강민준,2026-06-01,action,2026-05-18,
413,CAPA-2026-0190,파운데이션 A,기타,중,원자재,생산1팀,D라인,LOT-20260518-261,자체검사,박서준,2026-06-10,done,2026-05-18,2026-06-01
414,CAPA-2026-0191,파운데이션 B,고객불만,하,작업자실수,구매팀,D라인,LOT-20260519-727,정부기관,이수민,2026-06-10,done,2026-05-19,2026-06-03
415,CAPA-2026-0192,토너 A,기타,하,기타,생산2팀,B라인,LOT-20260519-985,고객사,신예은,2026-06-09,action,2026-05-19,
416,CAPA-2026-0193,립밤 A,고객불만,하,설비,구매팀,D라인,LOT-20260520-152,자체검사,최유리,2026-06-03,action,2026-05-20,
417,CAPA-2026-0194,립스틱 B,포장불량,상,표준서미비,생산2팀,C라인,LOT-20260520-574,자체검사,윤서아,2026-06-13,action,2026-05-20,
418,CAPA-2026-0195,클렌징폼 A,고객불만,중,설비,생산2팀,D라인,LOT-20260520-027,자체검사,신예은,2026-06-17,action,2026-05-20,
419,CAPA-2026-0196,클렌징폼 A,원료불량,중,원자재,품질보증팀,C라인,LOT-20260520-899,정부기관,정하늘,2026-06-07,action,2026-05-20,
420,CAPA-2026-0197,헤어에센스 A,기타,중,협력사,물류팀,C라인,LOT-20260520-370,정부기관,신예은,2026-06-06,done,2026-05-20,2026-06-02
421,CAPA-2026-0198,마스크팩 B,표시오류,상,기타,구매팀,D라인,LOT-20260520-540,고객사,최유리,2026-05-30,action,2026-05-20,
422,CAPA-2026-0199,블러셔 A,원료불량,중,기타,구매팀,C라인,LOT-20260520-097,자체검사,정하늘,2026-06-11,action,2026-05-20,
423,CAPA-2026-0200,쿠션 A,기타,중,표준서미비,생산2팀,C라인,LOT-20260521-928,내부감사,강민준,2026-05-31,action,2026-05-21,
424,CAPA-2026-0201,핸드크림 A,표시오류,중,기타,구매팀,D라인,LOT-20260521-962,고객사,박서준,2026-06-14,done,2026-05-21,2026-06-19
425,CAPA-2026-0202,세럼 B,기타,상,설비,구매팀,A라인,LOT-20260521-949,자체검사,박서준,2026-06-18,action,2026-05-21,
426,CAPA-2026-0203,샴푸 A,공정이탈,상,설비,구매팀,D라인,LOT-20260521-381,자체검사,강민준,2026-06-12,action,2026-05-21,
427,CAPA-2026-0204,마스크팩 A,표시오류,중,설비,물류팀,A라인,LOT-20260521-324,자체검사,문서현,2026-05-31,action,2026-05-21,
428,CAPA-2026-0205,마스크팩 A,공정이탈,하,원자재,품질보증팀,B라인,LOT-20260521-240,고객사,문서현,2026-06-16,action,2026-05-21,
429,CAPA-2026-0206,아이크림 B,포장불량,중,협력사,구매팀,B라인,LOT-20260521-660,자체검사,김지현,2026-06-17,action,2026-05-21,
430,CAPA-2026-0207,마스크팩 A,포장불량,중,작업자실수,생산2팀,C라인,LOT-20260521-070,내부감사,오도윤,2026-06-12,action,2026-05-21,
431,CAPA-2026-0208,토너 B,표시오류,하,기타,생산1팀,D라인,LOT-20260521-844,자체검사,박서준,2026-06-02,action,2026-05-21,
432,CAPA-2026-0209,미스트 B,고객불만,중,협력사,물류팀,D라인,LOT-20260521-851,내부감사,최유리,2026-06-18,done,2026-05-21,2026-06-18
433,CAPA-2026-0210,클렌징폼 B,포장불량,하,작업자실수,품질보증팀,B라인,LOT-20260522-630,고객사,박서준,2026-06-03,action,2026-05-22,
434,CAPA-2026-0211,선크림 B,공정이탈,중,표준서미비,생산2팀,C라인,LOT-20260522-011,고객사,문서현,2026-06-03,action,2026-05-22,
435,CAPA-2026-0212,수분크림 A,고객불만,중,협력사,물류팀,B라인,LOT-20260522-908,자체검사,신예은,2026-06-15,done,2026-05-22,2026-06-26
436,CAPA-2026-0213,아이섀도 B,공정이탈,중,표준서미비,생산1팀,C라인,LOT-20260522-716,정부기관,강민준,2026-06-14,done,2026-05-22,2026-06-07
437,CAPA-2026-0214,세럼 B,원료불량,상,원자재,품질보증팀,B라인,LOT-20260522-222,고객사,윤서아,2026-06-09,action,2026-05-22,
438,CAPA-2026-0215,마스크팩 A,공정이탈,중,설비,품질보증팀,D라인,LOT-20260522-399,자체검사,정하늘,2026-06-17,action,2026-05-22,
439,CAPA-2026-0216,립밤 B,고객불만,중,표준서미비,생산2팀,C라인,LOT-20260523-252,자체검사,강민준,2026-06-20,action,2026-05-23,
440,CAPA-2026-0217,헤어에센스 A,고객불만,중,작업자실수,생산2팀,B라인,LOT-20260523-640,자체검사,배주안,2026-06-12,action,2026-05-23,
441,CAPA-2026-0218,수분크림 B,공정이탈,상,작업자실수,생산1팀,B라인,LOT-20260523-113,자체검사,정하늘,2026-06-08,action,2026-05-23,
442,CAPA-2026-0219,헤어에센스 A,포장불량,중,협력사,구매팀,C라인,LOT-20260523-078,자체검사,조현우,2026-06-20,done,2026-05-23,2026-06-16
443,CAPA-2026-0220,헤어에센스 B,표시오류,하,기타,구매팀,A라인,LOT-20260523-194,정부기관,최유리,2026-06-13,action,2026-05-23,
444,CAPA-2026-0221,샴푸 A,표시오류,중,원자재,품질보증팀,D라인,LOT-20260523-936,내부감사,신예은,2026-06-14,action,2026-05-23,
445,CAPA-2026-0222,헤어에센스 B,고객불만,중,원자재,품질보증팀,B라인,LOT-20260523-973,고객사,이수민,2026-06-16,action,2026-05-23,
446,CAPA-2026-0223,미스트 A,원료불량,중,설비,물류팀,D라인,LOT-20260523-261,고객사,한소율,2026-06-19,action,2026-05-23,
447,CAPA-2026-0224,미스트 A,포장불량,중,작업자실수,구매팀,D라인,LOT-20260523-333,내부감사,오도윤,2026-06-18,action,2026-05-23,
448,CAPA-2026-0225,토너 B,고객불만,중,표준서미비,구매팀,A라인,LOT-20260524-974,자체검사,조현우,2026-06-09,done,2026-05-24,2026-06-11
449,CAPA-2026-0226,토너 B,포장불량,하,설비,생산2팀,A라인,LOT-20260524-456,내부감사,오도윤,2026-06-10,done,2026-05-24,2026-06-04
450,CAPA-2026-0227,파운데이션 B,공정이탈,하,기타,구매팀,D라인,LOT-20260524-592,고객사,오도윤,2026-06-06,action,2026-05-24,
451,CAPA-2026-0228,미스트 A,포장불량,중,협력사,생산1팀,A라인,LOT-20260524-252,고객사,이수민,2026-06-04,action,2026-05-24,
452,CAPA-2026-0229,쿠션 A,고객불만,중,작업자실수,물류팀,C라인,LOT-20260525-239,고객사,한소율,2026-06-05,action,2026-05-25,
453,CAPA-2026-0230,선크림 A,표시오류,중,원자재,품질보증팀,A라인,LOT-20260525-538,자체검사,이수민,2026-06-06,action,2026-05-25,
454,CAPA-2026-0231,선크림 A,공정이탈,하,표준서미비,구매팀,A라인,LOT-20260525-367,자체검사,신예은,2026-06-23,action,2026-05-25,
455,CAPA-2026-0232,수분크림 A,고객불만,상,기타,구매팀,B라인,LOT-20260525-544,내부감사,문서현,2026-06-12,action,2026-05-25,
456,CAPA-2026-0233,블러셔 A,원료불량,중,작업자실수,생산1팀,B라인,LOT-20260525-367,자체검사,최유리,2026-06-05,action,2026-05-25,
457,CAPA-2026-0234,립스틱 A,표시오류,하,협력사,물류팀,D라인,LOT-20260525-561,자체검사,이수민,2026-06-05,action,2026-05-25,
458,CAPA-2026-0235,쿠션 B,포장불량,하,설비,구매팀,C라인,LOT-20260525-040,자체검사,김지현,2026-06-11,done,2026-05-25,2026-06-09
459,CAPA-2026-0236,핸드크림 A,공정이탈,하,기타,구매팀,C라인,LOT-20260525-236,고객사,김지현,2026-06-14,action,2026-05-25,
460,CAPA-2026-0237,립스틱 B,원료불량,상,표준서미비,생산1팀,C라인,LOT-20260526-440,자체검사,신예은,2026-06-10,action,2026-05-26,
461,CAPA-2026-0238,앰플 B,기타,중,표준서미비,품질보증팀,C라인,LOT-20260526-332,자체검사,윤서아,2026-06-10,action,2026-05-26,
462,CAPA-2026-0239,파운데이션 B,기타,중,원자재,품질보증팀,A라인,LOT-20260526-724,자체검사,한소율,2026-06-25,action,2026-05-26,
463,CAPA-2026-0240,세럼 A,기타,중,작업자실수,구매팀,A라인,LOT-20260526-049,내부감사,임지호,2026-06-11,action,2026-05-26,
464,CAPA-2026-0241,세럼 B,원료불량,하,설비,품질보증팀,D라인,LOT-20260526-109,고객사,최유리,2026-06-09,action,2026-05-26,
465,CAPA-2026-0242,토너 B,포장불량,상,설비,생산1팀,C라인,LOT-20260526-705,자체검사,최유리,2026-06-07,action,2026-05-26,
466,CAPA-2026-0243,핸드크림 B,표시오류,하,작업자실수,생산2팀,D라인,LOT-20260526-558,내부감사,박서준,2026-06-07,action,2026-05-26,
467,CAPA-2026-0244,클렌징폼 A,원료불량,중,작업자실수,구매팀,D라인,LOT-20260526-174,자체검사,신예은,2026-06-13,action,2026-05-26,
468,CAPA-2026-0245,파운데이션 B,포장불량,상,작업자실수,생산2팀,D라인,LOT-20260526-959,고객사,조현우,2026-06-11,action,2026-05-26,
469,CAPA-2026-0246,앰플 B,표시오류,중,설비,물류팀,B라인,LOT-20260526-404,내부감사,강민준,2026-06-21,action,2026-05-26,
470,CAPA-2026-0247,마스크팩 A,기타,중,협력사,구매팀,D라인,LOT-20260527-401,자체검사,한소율,2026-06-23,done,2026-05-27,2026-06-19
471,CAPA-2026-0248,아이크림 B,표시오류,중,원자재,품질보증팀,C라인,LOT-20260527-723,고객사,최유리,2026-06-26,action,2026-05-27,
472,CAPA-2026-0249,샴푸 A,고객불만,하,설비,물류팀,D라인,LOT-20260527-176,고객사,이수민,2026-06-20,action,2026-05-27,
473,CAPA-2026-0250,토너 B,원료불량,중,원자재,생산1팀,D라인,LOT-20260527-227,자체검사,임지호,2026-06-15,action,2026-05-27,
474,CAPA-2026-0251,아이크림 B,표시오류,중,협력사,물류팀,A라인,LOT-20260527-782,고객사,정하늘,2026-06-08,action,2026-05-27,
475,CAPA-2026-0252,핸드크림 A,공정이탈,중,원자재,구매팀,D라인,LOT-20260528-720,고객사,정하늘,2026-06-19,action,2026-05-28,
476,CAPA-2026-0253,파운데이션 B,원료불량,상,설비,생산2팀,A라인,LOT-20260528-503,내부감사,한소율,2026-06-24,action,2026-05-28,
477,CAPA-2026-0254,클렌징폼 B,공정이탈,중,원자재,생산1팀,C라인,LOT-20260529-724,자체검사,박서준,2026-06-10,action,2026-05-29,
478,CAPA-2026-0255,미스트 A,포장불량,하,설비,생산2팀,A라인,LOT-20260529-562,고객사,신예은,2026-06-23,action,2026-05-29,
479,CAPA-2026-0256,아이크림 B,원료불량,하,협력사,구매팀,C라인,LOT-20260529-468,자체검사,이수민,2026-06-26,action,2026-05-29,
480,CAPA-2026-0257,클렌징폼 B,고객불만,중,협력사,생산2팀,C라인,LOT-20260529-207,자체검사,임지호,2026-06-28,action,2026-05-29,
481,CAPA-2026-0258,선크림 A,원료불량,하,설비,물류팀,C라인,LOT-20260529-286,자체검사,강민준,2026-06-12,action,2026-05-29,
482,CAPA-2026-0259,수분크림 A,표시오류,중,표준서미비,생산1팀,B라인,LOT-20260529-549,내부감사,문서현,2026-06-11,action,2026-05-29,
483,CAPA-2026-0260,핸드크림 B,기타,상,작업자실수,물류팀,A라인,LOT-20260530-583,내부감사,오도윤,2026-06-27,action,2026-05-30,
484,CAPA-2026-0261,미스트 A,원료불량,중,표준서미비,물류팀,C라인,LOT-20260530-584,자체검사,최유리,2026-06-13,action,2026-05-30,
485,CAPA-2026-0262,클렌징폼 A,원료불량,상,작업자실수,생산1팀,A라인,LOT-20260530-184,고객사,신예은,2026-06-10,action,2026-05-30,
486,CAPA-2026-0263,아이섀도 B,고객불만,중,기타,구매팀,D라인,LOT-20260530-893,고객사,윤서아,2026-06-27,done,2026-05-30,2026-07-05
487,CAPA-2026-0264,핸드크림 A,고객불만,중,설비,구매팀,A라인,LOT-20260530-148,자체검사,강민준,2026-06-27,action,2026-05-30,
488,CAPA-2026-0265,앰플 A,포장불량,하,협력사,구매팀,B라인,LOT-20260530-145,자체검사,이수민,2026-06-17,action,2026-05-30,
489,CAPA-2026-0266,파운데이션 B,원료불량,하,작업자실수,구매팀,B라인,LOT-20260531-565,자체검사,문서현,2026-06-28,action,2026-05-31,
490,CAPA-2026-0267,립스틱 A,표시오류,중,협력사,생산2팀,D라인,LOT-20260531-920,고객사,한소율,2026-06-27,action,2026-05-31,
491,CAPA-2026-0268,바디로션 B,포장불량,중,작업자실수,생산2팀,D라인,LOT-20260531-074,자체검사,강민준,2026-06-11,action,2026-05-31,
492,CAPA-2026-0269,마스크팩 B,고객불만,하,작업자실수,품질보증팀,D라인,LOT-20260531-923,자체검사,배주안,2026-06-27,action,2026-05-31,
493,CAPA-2026-0270,립밤 B,표시오류,상,협력사,품질보증팀,A라인,LOT-20260601-430,정부기관,조현우,2026-06-19,action,2026-06-01,
494,CAPA-2026-0271,블러셔 B,기타,중,협력사,생산1팀,B라인,LOT-20260601-646,고객사,오도윤,2026-06-28,done,2026-06-01,2026-06-27
495,CAPA-2026-0272,파운데이션 A,고객불만,중,표준서미비,구매팀,A라인,LOT-20260601-568,내부감사,신예은,2026-06-15,action,2026-06-01,
496,CAPA-2026-0273,핸드크림 B,포장불량,중,협력사,생산1팀,D라인,LOT-20260601-229,자체검사,배주안,2026-06-21,action,2026-06-01,
497,CAPA-2026-0274,수분크림 B,원료불량,중,설비,품질보증팀,C라인,LOT-20260601-067,자체검사,배주안,2026-06-17,action,2026-06-01,
498,CAPA-2026-0275,아이섀도 B,기타,하,설비,물류팀,D라인,LOT-20260602-368,내부감사,박서준,2026-06-24,action,2026-06-02,
499,CAPA-2026-0276,수분크림 A,포장불량,중,기타,물류팀,A라인,LOT-20260602-153,고객사,임지호,2026-07-02,action,2026-06-02,
500,CAPA-2026-0277,아이섀도 A,표시오류,중,원자재,생산1팀,C라인,LOT-20260603-681,자체검사,김지현,2026-06-16,action,2026-06-03,
501,CAPA-2026-0278,세럼 B,공정이탈,중,협력사,구매팀,C라인,LOT-20260603-966,자체검사,신예은,2026-06-25,action,2026-06-03,
502,CAPA-2026-0279,클렌징폼 B,표시오류,하,표준서미비,생산2팀,D라인,LOT-20260603-595,자체검사,문서현,2026-06-14,action,2026-06-03,
503,CAPA-2026-0280,선스틱 B,공정이탈,중,협력사,구매팀,C라인,LOT-20260603-491,정부기관,한소율,2026-06-19,action,2026-06-03,
504,CAPA-2026-0281,선크림 A,기타,하,표준서미비,구매팀,A라인,LOT-20260603-688,정부기관,조현우,2026-06-18,action,2026-06-03,
505,CAPA-2026-0282,앰플 A,포장불량,하,설비,생산1팀,B라인,LOT-20260603-169,내부감사,윤서아,2026-06-13,action,2026-06-03,
506,CAPA-2026-0283,아이크림 B,기타,중,원자재,생산2팀,A라인,LOT-20260603-330,자체검사,오도윤,2026-06-22,action,2026-06-03,
507,CAPA-2026-0284,립밤 A,고객불만,하,표준서미비,생산2팀,A라인,LOT-20260603-019,자체검사,한소율,2026-06-27,action,2026-06-03,
508,CAPA-2026-0285,선스틱 B,포장불량,상,표준서미비,구매팀,C라인,LOT-20260604-054,자체검사,윤서아,2026-06-23,action,2026-06-04,
509,CAPA-2026-0286,블러셔 A,고객불만,하,표준서미비,구매팀,C라인,LOT-20260604-668,자체검사,배주안,2026-06-25,action,2026-06-04,
510,CAPA-2026-0287,선스틱 A,공정이탈,하,표준서미비,품질보증팀,D라인,LOT-20260604-506,자체검사,오도윤,2026-06-17,action,2026-06-04,
511,CAPA-2026-0288,아이섀도 A,공정이탈,중,작업자실수,생산1팀,A라인,LOT-20260604-483,자체검사,이수민,2026-06-25,action,2026-06-04,
512,CAPA-2026-0289,선크림 B,기타,중,표준서미비,생산1팀,D라인,LOT-20260604-584,고객사,최유리,2026-06-22,action,2026-06-04,
513,CAPA-2026-0290,토너 B,고객불만,상,협력사,물류팀,D라인,LOT-20260604-808,고객사,신예은,2026-06-24,action,2026-06-04,
